Locus_plate	Col	Row	F_R	Loc	Plate	Forward_P	Reverse_P
DAB-A	6	C	F3-R6	DAB	A	F3	R6
DAB-A	7	C	F3-R7	DAB	A	F3	R7
DAB-A	8	C	F3-R8	DAB	A	F3	R8
DAB-A	9	C	F3-R9	DAB	A	F3	R9
DAB-A	10	C	F3-R10	DAB	A	F3	R10
DAB-A	11	C	F3-R11	DAB	A	F3	R11
DAB-A	12	C	F3-R12	DAB	A	F3	R12
DAB-A	1	D	F4-R1	DAB	A	F4	R1
DAB-A	2	D	F4-R2	DAB	A	F4	R2
DAB-A	3	D	F4-R3	DAB	A	F4	R3
DAB-A	4	D	F4-R4	DAB	A	F4	R4
DAB-A	5	D	F4-R5	DAB	A	F4	R5
DAB-A	6	D	F4-R6	DAB	A	F4	R6
DAB-A	7	D	F4-R7	DAB	A	F4	R7
DAB-A	8	D	F4-R8	DAB	A	F4	R8
DAB-A	9	D	F4-R9	DAB	A	F4	R9
DAB-A	10	D	F4-R10	DAB	A	F4	R10
DAB-A	11	D	F4-R11	DAB	A	F4	R11
DAB-A	12	D	F4-R12	DAB	A	F4	R12
DAB-A	1	E	F5-R1	DAB	A	F5	R1
DAB-A	2	E	F5-R2	DAB	A	F5	R2
DAB-A	3	E	F5-R3	DAB	A	F5	R3
DAB-A	4	E	F5-R4	DAB	A	F5	R4
DAB-A	5	E	F5-R5	DAB	A	F5	R5
DAB-A	6	E	F5-R6	DAB	A	F5	R6
DAB-A	7	E	F5-R7	DAB	A	F5	R7
DAB-A	8	E	F5-R8	DAB	A	F5	R8
DAB-A	9	E	F5-R9	DAB	A	F5	R9
DAB-A	10	E	F5-R10	DAB	A	F5	R10
DAB-A	11	E	F5-R11	DAB	A	F5	R11
DAB-A	12	E	F5-R12	DAB	A	F5	R12
DAB-A	1	F	F6-R1	DAB	A	F6	R1
DAB-A	2	F	F6-R2	DAB	A	F6	R2
DAB-A	3	F	F6-R3	DAB	A	F6	R3
DAB-A	4	F	F6-R4	DAB	A	F6	R4
DAB-A	5	F	F6-R5	DAB	A	F6	R5
DAB-A	6	F	F6-R6	DAB	A	F6	R6
DAB-A	7	F	F6-R7	DAB	A	F6	R7
DAB-A	8	F	F6-R8	DAB	A	F6	R8
DAB-A	9	F	F6-R9	DAB	A	F6	R9
DAB-A	10	F	F6-R10	DAB	A	F6	R10
DAB-A	11	F	F6-R11	DAB	A	F6	R11
DAB-A	12	F	F6-R12	DAB	A	F6	R12
DAB-A	1	G	F7-R1	DAB	A	F7	R1
DAB-A	2	G	F7-R2	DAB	A	F7	R2
DAB-A	3	G	F7-R3	DAB	A	F7	R3
DAB-A	4	G	F7-R4	DAB	A	F7	R4
DAB-A	5	G	F7-R5	DAB	A	F7	R5
DAB-A	6	G	F7-R6	DAB	A	F7	R6
DAB-A	7	G	F7-R7	DAB	A	F7	R7
DAB-A	8	G	F7-R8	DAB	A	F7	R8
DAB-A	9	G	F7-R9	DAB	A	F7	R9
DAB-A	10	G	F7-R10	DAB	A	F7	R10
DAB-A	11	G	F7-R11	DAB	A	F7	R11
DAB-A	12	G	F7-R12	DAB	A	F7	R12
DAB-A	1	H	F8-R1	DAB	A	F8	R1
DAB-A	2	H	F8-R2	DAB	A	F8	R2
DAB-A	3	H	F8-R3	DAB	A	F8	R3
DAB-A	4	H	F8-R4	DAB	A	F8	R4
DAB-A	5	H	F8-R5	DAB	A	F8	R5
DAB-A	6	H	F8-R6	DAB	A	F8	R6
DAB-A	7	H	F8-R7	DAB	A	F8	R7
DAB-A	8	H	F8-R8	DAB	A	F8	R8
DAB-A	9	H	F8-R9	DAB	A	F8	R9
DAB-A	10	H	F8-R10	DAB	A	F8	R10
DAB-A	11	H	F8-R11	DAB	A	F8	R11
DAB-A	12	H	F8-R12	DAB	A	F8	R12
DAA-K	1	A	F25-R13	DAA	K	F25	R13
DAA-K	2	A	F25-R14	DAA	K	F25	R14
DAA-K	3	A	F25-R15	DAA	K	F25	R15
DAA-K	4	A	F25-R16	DAA	K	F25	R16
DAA-K	5	A	F25-R17	DAA	K	F25	R17
DAA-K	6	A	F25-R18	DAA	K	F25	R18
DAA-K	7	A	F25-R19	DAA	K	F25	R19
DAA-K	8	A	F25-R20	DAA	K	F25	R20
DAA-K	9	A	F25-R21	DAA	K	F25	R21
DAA-K	10	A	F25-R22	DAA	K	F25	R22
DAA-K	11	A	F25-R23	DAA	K	F25	R23
DAA-K	12	A	F25-R24	DAA	K	F25	R24
DAA-K	1	B	F26-R13	DAA	K	F26	R13
DAA-K	2	B	F26-R14	DAA	K	F26	R14
DAA-K	3	B	F26-R15	DAA	K	F26	R15
DAA-K	4	B	F26-R16	DAA	K	F26	R16
DAA-K	5	B	F26-R17	DAA	K	F26	R17
DAA-K	6	B	F26-R18	DAA	K	F26	R18
DAA-K	7	B	F26-R19	DAA	K	F26	R19
DAA-K	8	B	F26-R20	DAA	K	F26	R20
DAA-K	9	B	F26-R21	DAA	K	F26	R21
DAA-K	10	B	F26-R22	DAA	K	F26	R22
DAA-K	11	B	F26-R23	DAA	K	F26	R23
DAA-K	12	B	F26-R24	DAA	K	F26	R24
DAA-K	1	C	F27-R13	DAA	K	F27	R13
DAA-K	2	C	F27-R14	DAA	K	F27	R14
DAA-K	3	C	F27-R15	DAA	K	F27	R15
DAA-K	4	C	F27-R16	DAA	K	F27	R16
DAA-K	5	C	F27-R17	DAA	K	F27	R17
DAA-K	6	C	F27-R18	DAA	K	F27	R18
DAA-K	7	C	F27-R19	DAA	K	F27	R19
DAA-K	8	C	F27-R20	DAA	K	F27	R20
DAA-K	9	C	F27-R21	DAA	K	F27	R21
DAA-K	10	C	F27-R22	DAA	K	F27	R22
DAA-K	11	C	F27-R23	DAA	K	F27	R23
DAA-K	12	C	F27-R24	DAA	K	F27	R24
DAA-K	1	D	F28-R13	DAA	K	F28	R13
DAA-K	2	D	F28-R14	DAA	K	F28	R14
DAA-K	3	D	F28-R15	DAA	K	F28	R15
DAA-K	4	D	F28-R16	DAA	K	F28	R16
DAA-K	5	D	F28-R17	DAA	K	F28	R17
DAA-K	6	D	F28-R18	DAA	K	F28	R18
DAA-K	7	D	F28-R19	DAA	K	F28	R19
DAA-K	8	D	F28-R20	DAA	K	F28	R20
DAA-K	9	D	F28-R21	DAA	K	F28	R21
DAA-K	10	D	F28-R22	DAA	K	F28	R22
DAA-K	11	D	F28-R23	DAA	K	F28	R23
DAA-K	12	D	F28-R24	DAA	K	F28	R24
DAA-K	1	E	F29-R13	DAA	K	F29	R13
DAA-K	2	E	F29-R14	DAA	K	F29	R14
DAA-K	3	E	F29-R15	DAA	K	F29	R15
DAA-K	4	E	F29-R16	DAA	K	F29	R16
DAA-K	5	E	F29-R17	DAA	K	F29	R17
DAA-K	6	E	F29-R18	DAA	K	F29	R18
DAA-K	7	E	F29-R19	DAA	K	F29	R19
DAA-K	8	E	F29-R20	DAA	K	F29	R20
DAA-K	9	E	F29-R21	DAA	K	F29	R21
DAA-K	10	E	F29-R22	DAA	K	F29	R22
DAA-K	11	E	F29-R23	DAA	K	F29	R23
DAA-K	12	E	F29-R24	DAA	K	F29	R24
DAA-K	1	F	F30-R13	DAA	K	F30	R13
DAA-K	2	F	F30-R14	DAA	K	F30	R14
DAA-K	3	F	F30-R15	DAA	K	F30	R15
DAA-K	4	F	F30-R16	DAA	K	F30	R16
DAA-K	5	F	F30-R17	DAA	K	F30	R17
DAA-K	6	F	F30-R18	DAA	K	F30	R18
DAA-K	7	F	F30-R19	DAA	K	F30	R19
DAA-K	8	F	F30-R20	DAA	K	F30	R20
DAA-K	9	F	F30-R21	DAA	K	F30	R21
DAA-K	10	F	F30-R22	DAA	K	F30	R22
DAA-K	11	F	F30-R23	DAA	K	F30	R23
DAA-K	12	F	F30-R24	DAA	K	F30	R24
DAA-K	1	G	F31-R13	DAA	K	F31	R13
DAA-K	2	G	F31-R14	DAA	K	F31	R14
DAA-K	3	G	F31-R15	DAA	K	F31	R15
DAA-K	4	G	F31-R16	DAA	K	F31	R16
DAA-K	5	G	F31-R17	DAA	K	F31	R17
DAA-K	6	G	F31-R18	DAA	K	F31	R18
DAA-K	7	G	F31-R19	DAA	K	F31	R19
DAA-K	8	G	F31-R20	DAA	K	F31	R20
DAA-K	9	G	F31-R21	DAA	K	F31	R21
DAA-K	10	G	F31-R22	DAA	K	F31	R22
DAA-K	11	G	F31-R23	DAA	K	F31	R23
DAA-K	12	G	F31-R24	DAA	K	F31	R24
DAA-K	1	H	F32-R13	DAA	K	F32	R13
DAA-K	2	H	F32-R14	DAA	K	F32	R14
DAA-K	3	H	F32-R15	DAA	K	F32	R15
DAA-K	4	H	F32-R16	DAA	K	F32	R16
DAA-K	5	H	F32-R17	DAA	K	F32	R17
DAA-K	6	H	F32-R18	DAA	K	F32	R18
DAA-K	7	H	F32-R19	DAA	K	F32	R19
DAA-K	8	H	F32-R20	DAA	K	F32	R20
DAA-K	9	H	F32-R21	DAA	K	F32	R21
DAA-K	10	H	F32-R22	DAA	K	F32	R22
DAA-K	11	H	F32-R23	DAA	K	F32	R23
DAA-K	12	H	F32-R24	DAA	K	F32	R24
DAA-J	1	A	F25-R1	DAA	J	F25	R1
DAA-J	2	A	F25-R2	DAA	J	F25	R2
DAA-J	3	A	F25-R3	DAA	J	F25	R3
DAA-J	4	A	F25-R4	DAA	J	F25	R4
DAA-J	5	A	F25-R5	DAA	J	F25	R5
DAA-J	6	A	F25-R6	DAA	J	F25	R6
DAA-J	7	A	F25-R7	DAA	J	F25	R7
DAA-J	8	A	F25-R8	DAA	J	F25	R8
DAA-J	9	A	F25-R9	DAA	J	F25	R9
DAA-J	10	A	F25-R10	DAA	J	F25	R10
DAA-J	11	A	F25-R11	DAA	J	F25	R11
DAA-J	12	A	F25-R12	DAA	J	F25	R12
DAA-J	1	B	F26-R1	DAA	J	F26	R1
DAA-J	2	B	F26-R2	DAA	J	F26	R2
DAA-J	3	B	F26-R3	DAA	J	F26	R3
DAA-J	4	B	F26-R4	DAA	J	F26	R4
DAA-J	5	B	F26-R5	DAA	J	F26	R5
DAA-J	6	B	F26-R6	DAA	J	F26	R6
DAA-J	7	B	F26-R7	DAA	J	F26	R7
DAA-J	8	B	F26-R8	DAA	J	F26	R8
DAA-J	9	B	F26-R9	DAA	J	F26	R9
DAA-J	10	B	F26-R10	DAA	J	F26	R10
DAA-J	11	B	F26-R11	DAA	J	F26	R11
DAA-J	12	B	F26-R12	DAA	J	F26	R12
DAA-J	1	C	F27-R1	DAA	J	F27	R1
DAA-J	2	C	F27-R2	DAA	J	F27	R2
DAA-J	3	C	F27-R3	DAA	J	F27	R3
DAA-J	4	C	F27-R4	DAA	J	F27	R4
DAA-J	5	C	F27-R5	DAA	J	F27	R5
DAA-J	6	C	F27-R6	DAA	J	F27	R6
DAA-J	7	C	F27-R7	DAA	J	F27	R7
DAA-J	8	C	F27-R8	DAA	J	F27	R8
DAA-J	9	C	F27-R9	DAA	J	F27	R9
DAA-J	10	C	F27-R10	DAA	J	F27	R10
DAA-J	11	C	F27-R11	DAA	J	F27	R11
DAA-J	12	C	F27-R12	DAA	J	F27	R12
DAA-J	1	D	F28-R1	DAA	J	F28	R1
DAA-J	2	D	F28-R2	DAA	J	F28	R2
DAA-J	3	D	F28-R3	DAA	J	F28	R3
DAA-J	4	D	F28-R4	DAA	J	F28	R4
DAA-J	5	D	F28-R5	DAA	J	F28	R5
DAA-J	6	D	F28-R6	DAA	J	F28	R6
DAA-J	7	D	F28-R7	DAA	J	F28	R7
DAA-J	8	D	F28-R8	DAA	J	F28	R8
DAA-J	9	D	F28-R9	DAA	J	F28	R9
DAA-J	10	D	F28-R10	DAA	J	F28	R10
DAA-J	11	D	F28-R11	DAA	J	F28	R11
DAA-J	12	D	F28-R12	DAA	J	F28	R12
DAA-J	1	E	F29-R1	DAA	J	F29	R1
DAA-J	2	E	F29-R2	DAA	J	F29	R2
DAA-J	3	E	F29-R3	DAA	J	F29	R3
DAA-J	4	E	F29-R4	DAA	J	F29	R4
DAA-J	5	E	F29-R5	DAA	J	F29	R5
DAA-J	6	E	F29-R6	DAA	J	F29	R6
DAA-J	7	E	F29-R7	DAA	J	F29	R7
DAA-J	8	E	F29-R8	DAA	J	F29	R8
DAA-J	9	E	F29-R9	DAA	J	F29	R9
DAA-J	10	E	F29-R10	DAA	J	F29	R10
DAA-J	11	E	F29-R11	DAA	J	F29	R11
DAA-J	12	E	F29-R12	DAA	J	F29	R12
DAA-J	1	F	F30-R1	DAA	J	F30	R1
DAA-J	2	F	F30-R2	DAA	J	F30	R2
DAA-J	3	F	F30-R3	DAA	J	F30	R3
DAA-J	4	F	F30-R4	DAA	J	F30	R4
DAA-J	5	F	F30-R5	DAA	J	F30	R5
DAA-J	6	F	F30-R6	DAA	J	F30	R6
DAA-J	7	F	F30-R7	DAA	J	F30	R7
DAA-J	8	F	F30-R8	DAA	J	F30	R8
DAA-J	9	F	F30-R9	DAA	J	F30	R9
DAA-J	10	F	F30-R10	DAA	J	F30	R10
DAA-J	11	F	F30-R11	DAA	J	F30	R11
DAA-J	12	F	F30-R12	DAA	J	F30	R12
DAA-J	1	G	F31-R1	DAA	J	F31	R1
DAA-J	2	G	F31-R2	DAA	J	F31	R2
DAA-J	3	G	F31-R3	DAA	J	F31	R3
DAA-J	4	G	F31-R4	DAA	J	F31	R4
DAA-J	5	G	F31-R5	DAA	J	F31	R5
DAA-J	6	G	F31-R6	DAA	J	F31	R6
DAA-J	7	G	F31-R7	DAA	J	F31	R7
DAA-J	8	G	F31-R8	DAA	J	F31	R8
DAA-J	9	G	F31-R9	DAA	J	F31	R9
DAA-J	10	G	F31-R10	DAA	J	F31	R10
DAA-J	11	G	F31-R11	DAA	J	F31	R11
DAA-J	12	G	F31-R12	DAA	J	F31	R12
DAA-J	1	H	F32-R1	DAA	J	F32	R1
DAA-J	2	H	F32-R2	DAA	J	F32	R2
DAA-J	3	H	F32-R3	DAA	J	F32	R3
DAA-J	4	H	F32-R4	DAA	J	F32	R4
DAA-J	5	H	F32-R5	DAA	J	F32	R5
DAA-J	6	H	F32-R6	DAA	J	F32	R6
DAA-J	7	H	F32-R7	DAA	J	F32	R7
DAA-J	8	H	F32-R8	DAA	J	F32	R8
DAA-J	9	H	F32-R9	DAA	J	F32	R9
DAA-J	10	H	F32-R10	DAA	J	F32	R10
DAA-J	11	H	F32-R11	DAA	J	F32	R11
DAA-J	12	H	F32-R12	DAA	J	F32	R12
DAA-I	1	A	F17-R25	DAA	I	F17	R25
DAA-I	2	A	F17-R26	DAA	I	F17	R26
DAA-I	3	A	F17-R27	DAA	I	F17	R27
DAA-I	4	A	F17-R28	DAA	I	F17	R28
DAA-I	5	A	F17-R29	DAA	I	F17	R29
DAA-I	6	A	F17-R30	DAA	I	F17	R30
DAA-I	7	A	F17-R31	DAA	I	F17	R31
DAA-I	8	A	F17-R32	DAA	I	F17	R32
DAA-I	9	A	F17-R33	DAA	I	F17	R33
DAA-I	10	A	F17-R34	DAA	I	F17	R34
DAA-I	11	A	F17-R35	DAA	I	F17	R35
DAA-I	12	A	F17-R36	DAA	I	F17	R36
DAA-I	1	B	F18-R25	DAA	I	F18	R25
DAA-I	2	B	F18-R26	DAA	I	F18	R26
DAA-I	3	B	F18-R27	DAA	I	F18	R27
DAA-I	4	B	F18-R28	DAA	I	F18	R28
DAA-I	5	B	F18-R29	DAA	I	F18	R29
DAA-I	6	B	F18-R30	DAA	I	F18	R30
DAA-I	7	B	F18-R31	DAA	I	F18	R31
DAA-I	8	B	F18-R32	DAA	I	F18	R32
DAA-I	9	B	F18-R33	DAA	I	F18	R33
DAA-I	10	B	F18-R34	DAA	I	F18	R34
DAA-I	11	B	F18-R35	DAA	I	F18	R35
DAA-I	12	B	F18-R36	DAA	I	F18	R36
DAA-I	1	C	F19-R25	DAA	I	F19	R25
DAA-I	2	C	F19-R26	DAA	I	F19	R26
DAA-I	3	C	F19-R27	DAA	I	F19	R27
DAA-I	4	C	F19-R28	DAA	I	F19	R28
DAA-I	5	C	F19-R29	DAA	I	F19	R29
DAA-I	6	C	F19-R30	DAA	I	F19	R30
DAA-I	7	C	F19-R31	DAA	I	F19	R31
DAA-I	8	C	F19-R32	DAA	I	F19	R32
DAA-I	9	C	F19-R33	DAA	I	F19	R33
DAA-I	10	C	F19-R34	DAA	I	F19	R34
DAA-I	11	C	F19-R35	DAA	I	F19	R35
DAA-I	12	C	F19-R36	DAA	I	F19	R36
DAA-I	1	D	F20-R25	DAA	I	F20	R25
DAA-I	2	D	F20-R26	DAA	I	F20	R26
DAA-I	3	D	F20-R27	DAA	I	F20	R27
DAA-I	4	D	F20-R28	DAA	I	F20	R28
DAA-I	5	D	F20-R29	DAA	I	F20	R29
DAA-I	6	D	F20-R30	DAA	I	F20	R30
DAA-I	7	D	F20-R31	DAA	I	F20	R31
DAA-I	8	D	F20-R32	DAA	I	F20	R32
DAA-I	9	D	F20-R33	DAA	I	F20	R33
DAA-I	10	D	F20-R34	DAA	I	F20	R34
DAA-I	11	D	F20-R35	DAA	I	F20	R35
DAA-I	12	D	F20-R36	DAA	I	F20	R36
DAA-I	1	E	F21-R25	DAA	I	F21	R25
DAA-I	2	E	F21-R26	DAA	I	F21	R26
DAA-I	3	E	F21-R27	DAA	I	F21	R27
DAA-I	4	E	F21-R28	DAA	I	F21	R28
DAA-I	5	E	F21-R29	DAA	I	F21	R29
DAA-I	6	E	F21-R30	DAA	I	F21	R30
DAA-I	7	E	F21-R31	DAA	I	F21	R31
DAA-I	8	E	F21-R32	DAA	I	F21	R32
DAA-I	9	E	F21-R33	DAA	I	F21	R33
DAA-I	10	E	F21-R34	DAA	I	F21	R34
DAA-I	11	E	F21-R35	DAA	I	F21	R35
DAA-I	12	E	F21-R36	DAA	I	F21	R36
DAA-I	1	F	F22-R25	DAA	I	F22	R25
DAA-I	2	F	F22-R26	DAA	I	F22	R26
DAA-I	3	F	F22-R27	DAA	I	F22	R27
DAA-I	4	F	F22-R28	DAA	I	F22	R28
DAA-I	5	F	F22-R29	DAA	I	F22	R29
DAA-I	6	F	F22-R30	DAA	I	F22	R30
DAA-I	7	F	F22-R31	DAA	I	F22	R31
DAA-I	8	F	F22-R32	DAA	I	F22	R32
DAA-I	9	F	F22-R33	DAA	I	F22	R33
DAA-I	10	F	F22-R34	DAA	I	F22	R34
DAA-I	11	F	F22-R35	DAA	I	F22	R35
DAA-I	12	F	F22-R36	DAA	I	F22	R36
DAA-I	1	G	F23-R25	DAA	I	F23	R25
DAA-I	2	G	F23-R26	DAA	I	F23	R26
DAA-I	3	G	F23-R27	DAA	I	F23	R27
DAA-I	4	G	F23-R28	DAA	I	F23	R28
DAA-I	5	G	F23-R29	DAA	I	F23	R29
DAA-I	6	G	F23-R30	DAA	I	F23	R30
DAA-I	7	G	F23-R31	DAA	I	F23	R31
DAA-I	8	G	F23-R32	DAA	I	F23	R32
DAA-I	9	G	F23-R33	DAA	I	F23	R33
DAA-I	10	G	F23-R34	DAA	I	F23	R34
DAA-I	11	G	F23-R35	DAA	I	F23	R35
DAA-I	12	G	F23-R36	DAA	I	F23	R36
DAA-I	1	H	F24-R25	DAA	I	F24	R25
DAA-I	2	H	F24-R26	DAA	I	F24	R26
DAA-I	3	H	F24-R27	DAA	I	F24	R27
DAA-I	4	H	F24-R28	DAA	I	F24	R28
DAA-I	5	H	F24-R29	DAA	I	F24	R29
DAA-I	6	H	F24-R30	DAA	I	F24	R30
DAA-I	7	H	F24-R31	DAA	I	F24	R31
DAA-I	8	H	F24-R32	DAA	I	F24	R32
DAA-I	9	H	F24-R33	DAA	I	F24	R33
DAA-I	10	H	F24-R34	DAA	I	F24	R34
DAA-I	11	H	F24-R35	DAA	I	F24	R35
DAA-I	12	H	F24-R36	DAA	I	F24	R36
DAA-H	1	A	F17-R13	DAA	H	F17	R13
DAA-H	2	A	F17-R14	DAA	H	F17	R14
DAA-H	3	A	F17-R15	DAA	H	F17	R15
DAA-H	4	A	F17-R16	DAA	H	F17	R16
DAA-H	5	A	F17-R17	DAA	H	F17	R17
DAA-H	6	A	F17-R18	DAA	H	F17	R18
DAA-H	7	A	F17-R19	DAA	H	F17	R19
DAA-H	8	A	F17-R20	DAA	H	F17	R20
DAA-H	9	A	F17-R21	DAA	H	F17	R21
DAA-H	10	A	F17-R22	DAA	H	F17	R22
DAA-H	11	A	F17-R23	DAA	H	F17	R23
DAA-H	12	A	F17-R24	DAA	H	F17	R24
DAA-H	1	B	F18-R13	DAA	H	F18	R13
DAA-H	2	B	F18-R14	DAA	H	F18	R14
DAA-H	3	B	F18-R15	DAA	H	F18	R15
DAA-H	4	B	F18-R16	DAA	H	F18	R16
DAA-H	5	B	F18-R17	DAA	H	F18	R17
DAA-H	6	B	F18-R18	DAA	H	F18	R18
DAA-H	7	B	F18-R19	DAA	H	F18	R19
DAA-H	8	B	F18-R20	DAA	H	F18	R20
DAA-H	9	B	F18-R21	DAA	H	F18	R21
DAA-H	10	B	F18-R22	DAA	H	F18	R22
DAA-H	11	B	F18-R23	DAA	H	F18	R23
DAA-H	12	B	F18-R24	DAA	H	F18	R24
DAA-H	1	C	F19-R13	DAA	H	F19	R13
DAA-H	2	C	F19-R14	DAA	H	F19	R14
DAA-H	3	C	F19-R15	DAA	H	F19	R15
DAA-H	4	C	F19-R16	DAA	H	F19	R16
DAA-H	5	C	F19-R17	DAA	H	F19	R17
DAA-H	6	C	F19-R18	DAA	H	F19	R18
DAA-H	7	C	F19-R19	DAA	H	F19	R19
DAA-H	8	C	F19-R20	DAA	H	F19	R20
DAA-H	9	C	F19-R21	DAA	H	F19	R21
DAA-H	10	C	F19-R22	DAA	H	F19	R22
DAA-H	11	C	F19-R23	DAA	H	F19	R23
DAA-H	12	C	F19-R24	DAA	H	F19	R24
DAA-H	1	D	F20-R13	DAA	H	F20	R13
DAA-H	2	D	F20-R14	DAA	H	F20	R14
DAA-H	3	D	F20-R15	DAA	H	F20	R15
DAA-H	4	D	F20-R16	DAA	H	F20	R16
DAA-H	5	D	F20-R17	DAA	H	F20	R17
DAA-H	6	D	F20-R18	DAA	H	F20	R18
DAA-H	7	D	F20-R19	DAA	H	F20	R19
DAA-H	8	D	F20-R20	DAA	H	F20	R20
DAA-H	9	D	F20-R21	DAA	H	F20	R21
DAA-H	10	D	F20-R22	DAA	H	F20	R22
DAA-H	11	D	F20-R23	DAA	H	F20	R23
DAA-H	12	D	F20-R24	DAA	H	F20	R24
DAA-H	1	E	F21-R13	DAA	H	F21	R13
DAA-H	2	E	F21-R14	DAA	H	F21	R14
DAA-H	3	E	F21-R15	DAA	H	F21	R15
DAA-H	4	E	F21-R16	DAA	H	F21	R16
DAA-H	5	E	F21-R17	DAA	H	F21	R17
DAA-H	6	E	F21-R18	DAA	H	F21	R18
DAA-H	7	E	F21-R19	DAA	H	F21	R19
DAA-H	8	E	F21-R20	DAA	H	F21	R20
DAA-H	9	E	F21-R21	DAA	H	F21	R21
DAA-H	10	E	F21-R22	DAA	H	F21	R22
DAA-H	11	E	F21-R23	DAA	H	F21	R23
DAA-H	12	E	F21-R24	DAA	H	F21	R24
DAA-H	1	F	F22-R13	DAA	H	F22	R13
DAA-H	2	F	F22-R14	DAA	H	F22	R14
DAA-H	3	F	F22-R15	DAA	H	F22	R15
DAA-H	4	F	F22-R16	DAA	H	F22	R16
DAA-H	5	F	F22-R17	DAA	H	F22	R17
DAA-H	6	F	F22-R18	DAA	H	F22	R18
DAA-H	7	F	F22-R19	DAA	H	F22	R19
DAA-H	8	F	F22-R20	DAA	H	F22	R20
DAA-H	9	F	F22-R21	DAA	H	F22	R21
DAA-H	10	F	F22-R22	DAA	H	F22	R22
DAA-H	11	F	F22-R23	DAA	H	F22	R23
DAA-H	12	F	F22-R24	DAA	H	F22	R24
DAA-H	1	G	F23-R13	DAA	H	F23	R13
DAA-H	2	G	F23-R14	DAA	H	F23	R14
DAA-H	3	G	F23-R15	DAA	H	F23	R15
DAA-H	4	G	F23-R16	DAA	H	F23	R16
DAA-H	5	G	F23-R17	DAA	H	F23	R17
DAA-H	6	G	F23-R18	DAA	H	F23	R18
DAA-H	7	G	F23-R19	DAA	H	F23	R19
DAA-H	8	G	F23-R20	DAA	H	F23	R20
DAA-H	9	G	F23-R21	DAA	H	F23	R21
DAA-H	10	G	F23-R22	DAA	H	F23	R22
DAA-H	11	G	F23-R23	DAA	H	F23	R23
DAA-H	12	G	F23-R24	DAA	H	F23	R24
DAA-H	1	H	F24-R13	DAA	H	F24	R13
DAA-H	2	H	F24-R14	DAA	H	F24	R14
DAA-H	3	H	F24-R15	DAA	H	F24	R15
DAA-H	4	H	F24-R16	DAA	H	F24	R16
DAA-H	5	H	F24-R17	DAA	H	F24	R17
DAA-H	6	H	F24-R18	DAA	H	F24	R18
DAA-H	7	H	F24-R19	DAA	H	F24	R19
DAA-H	8	H	F24-R20	DAA	H	F24	R20
DAA-H	9	H	F24-R21	DAA	H	F24	R21
DAA-H	10	H	F24-R22	DAA	H	F24	R22
DAA-H	11	H	F24-R23	DAA	H	F24	R23
DAA-H	12	H	F24-R24	DAA	H	F24	R24
DAA-G	1	A	F17-R1	DAA	G	F17	R1
DAA-G	2	A	F17-R2	DAA	G	F17	R2
DAA-G	3	A	F17-R3	DAA	G	F17	R3
DAA-G	4	A	F17-R4	DAA	G	F17	R4
DAA-G	5	A	F17-R5	DAA	G	F17	R5
DAA-G	6	A	F17-R6	DAA	G	F17	R6
DAA-G	7	A	F17-R7	DAA	G	F17	R7
DAA-G	8	A	F17-R8	DAA	G	F17	R8
DAA-G	9	A	F17-R9	DAA	G	F17	R9
DAA-G	10	A	F17-R10	DAA	G	F17	R10
DAA-G	11	A	F17-R11	DAA	G	F17	R11
DAA-G	12	A	F17-R12	DAA	G	F17	R12
DAA-G	1	B	F18-R1	DAA	G	F18	R1
DAA-G	2	B	F18-R2	DAA	G	F18	R2
DAA-G	3	B	F18-R3	DAA	G	F18	R3
DAA-G	4	B	F18-R4	DAA	G	F18	R4
DAA-G	5	B	F18-R5	DAA	G	F18	R5
DAA-G	6	B	F18-R6	DAA	G	F18	R6
DAA-G	7	B	F18-R7	DAA	G	F18	R7
DAA-G	8	B	F18-R8	DAA	G	F18	R8
DAA-G	9	B	F18-R9	DAA	G	F18	R9
DAA-G	10	B	F18-R10	DAA	G	F18	R10
DAA-G	11	B	F18-R11	DAA	G	F18	R11
DAA-G	12	B	F18-R12	DAA	G	F18	R12
DAA-G	1	C	F19-R1	DAA	G	F19	R1
DAA-G	2	C	F19-R2	DAA	G	F19	R2
DAA-G	3	C	F19-R3	DAA	G	F19	R3
DAA-G	4	C	F19-R4	DAA	G	F19	R4
DAA-G	5	C	F19-R5	DAA	G	F19	R5
DAA-G	6	C	F19-R6	DAA	G	F19	R6
DAA-G	7	C	F19-R7	DAA	G	F19	R7
DAA-G	8	C	F19-R8	DAA	G	F19	R8
DAA-G	9	C	F19-R9	DAA	G	F19	R9
DAA-G	10	C	F19-R10	DAA	G	F19	R10
DAA-G	11	C	F19-R11	DAA	G	F19	R11
DAA-G	12	C	F19-R12	DAA	G	F19	R12
DAA-G	1	D	F20-R1	DAA	G	F20	R1
DAA-G	2	D	F20-R2	DAA	G	F20	R2
DAA-G	3	D	F20-R3	DAA	G	F20	R3
DAA-G	4	D	F20-R4	DAA	G	F20	R4
DAA-G	5	D	F20-R5	DAA	G	F20	R5
DAA-G	6	D	F20-R6	DAA	G	F20	R6
DAA-G	7	D	F20-R7	DAA	G	F20	R7
DAA-G	8	D	F20-R8	DAA	G	F20	R8
DAA-G	9	D	F20-R9	DAA	G	F20	R9
DAA-G	10	D	F20-R10	DAA	G	F20	R10
DAA-G	11	D	F20-R11	DAA	G	F20	R11
